YEAR,STATE,DISTRICT,Rainfall (mm),Total Geographical Area (ha) - Recharge Worthy Area (ha).3,Total Geographical Area (ha) - Hilly Area,Total Geographical Area (ha),Ground Water Recharge (ham) - Rainfall Recharge.3,Ground Water Recharge (ham) - Canals.3,Ground Water Recharge (ham) - Surface Water Irrigation.3,Ground Water Recharge (ham) - Ground Water Irrigation.3,Ground Water Recharge (ham) - Tanks and Ponds.3,Ground Water Recharge (ham) - Water Conservation Structure.3,Ground Water Recharge (ham),Annual Ground water Recharge (ham),Environmental Flows (ham),Annual Extractable Ground water Resource (ham),Ground Water Extraction for all uses (ha.m) - Domestic.3,Ground Water Extraction for all uses (ha.m) - Industrial.3,Ground Water Extraction for all uses (ha.m) - Irrigation.3,Ground Water Extraction for all uses (ha.m),Stage of Ground Water Extraction (%),Allocation of Ground Water Resource for Domestic Utilisation for projected year 2025 (ham),Net Annual Ground Water Availability for Future Use (ham),In-Storage Unconfined Ground Water Resources(ham) - Fresh,In-Storage Unconfined Ground Water Resources(ham).1 - Saline,Total Ground Water Availability in Unconfined Aquifier (ham) - Fresh,Total Ground Water Availability in Unconfined Aquifier (ham).1 - Saline,Total Ground Water Availability in the area (ham) - Fresh,Total Ground Water Availability in the area (ham).1 - Saline
2025,CHHATTISGARH,MANENDRAGARH-CHIRMIRI_BHARATPUR,1317,329840,176238,506078,46292.48,115.82,1169.09,1527.14,659.97,173.4,49937.9,49937.9,2671.9,47266,1113.425565,771.054865,8018.5357,9903.02,20.95167774,1136.16,37340.24,60860.44,0,108126.44,0,108126.44,0
2025,CHHATTISGARH,MOHLA-MANPUR_AMBAGARHCHOWKI,1208.7,154882,84116,238998,12467.74,151.77,493.14,1911.5,1013.35,789.6,16827.1,16827.1,1682.71,15144.39,751.77517,31.5,5033.4849,5816.76,38.40867806,767.82,9311.58,29536.61,0,44681,0,44681,0
2025,CHHATTISGARH,MUNGELI,1351,163942,111094,275036,9626.6,978.67,8118.19,3329.94,1868.43,2923.744,26845.57,26845.57,2330.88,24514.69,1971.025915,31.3487,9317.052,11319.44,46.1741103,2236.98,12929.29,30257.41,0,54772.1,0,54772.1,0
2025,CHHATTISGARH,NARAYANPUR,1404.1,351043,340273,691316,26900.83,56.82,308.88,402.39,148.24,228.8,28045.96,28045.96,2804.6,25241.36,398.75009,10.65,2211.94,2621.34,10.38509811,498.33,22520.44,69001.96,0,94243.32,0,94243.32,0
2025,CHHATTISGARH,RAIGARH,1466,385919,134470,520389,36242.56,175.39,1019.75,2761.16,2375.91,54.78,42629.55,42629.55,3529.27,39100.27,3193.134975,2790.523535,11142.5824,17126.22,43.80077171,3302.28,21864.89,71009.15,0,110109.42,0,110109.42,0
2025,CHHATTISGARH,RAIPUR,1376.335196,289198,0,289198,19614.82,1098.78,17054.39,6587.68,4245.09,2237.76,50838.52,50838.52,4573.27,46265.25,7555.9161,2176.17933,18038.9091,27771.02,60.02565641,8179.69,19082.98,54206.76,0,100472.01,0,100472.01,0
2025,CHHATTISGARH,RAJNANDGAON,1208.7,259732,12728,272460,19690.78,865.11,3762.57,8231.46,3299.19,3509.622,39358.73,39358.73,3130.21,36228.52,3314.20949,242.280935,20849.2814,24405.79,67.36623522,7357.61,11216.87,47961.82,0,84190.34,0,84190.34,0
2025,CHHATTISGARH,SAKTI,1386,154389,30999,185388,9203.74,96.09,17141.61,4415.41,1445.85,659.8,32962.5,32962.5,3296.24,29666.26,1976.69838,11.0069,12314.2967,14302.03,48.20975074,2086.47,15254.45,28560.8,0,58227.06,0,58227.06,0
2025,CHHATTISGARH,SARANGARH-BILAIRAGH,1418.408702,227638,28300,255938,14485.16,105.67,5391.65,2621.29,1786.02,313.12,24702.91,24702.91,2153.19,22549.72,1887.275205,59.81785,7017.990959,8965.1,39.75703468,2028,13443.9,42423.44,0,64973.16,0,64973.16,0
2025,CHHATTISGARH,SUKMA,1403.846659,521199,42380,563579,44109.29,148.85,19.46,756.61,849.9,40.708,45924.83,45924.83,4157.64,41767.19,626.279775,2.116,1756.635,2385.02,5.710271627,636.6,39371.84,103840.45,0,145607.64,0,145607.64,0
2025,CHHATTISGARH,SURAJPUR,1241.805208,263788,14932,278720,29341.62,120.47,1234.65,8622.11,636.23,902.5,40857.58,40857.58,2829.19,38028.39,2221.805005,1556.1366,20691.6619,24469.62,64.34566386,2298.05,13482.53,48512.79,0,86541.18,0,86541.18,0
2025,CHHATTISGARH,SURGUJA,1369.15459,425442,93673,519115,35392.38,239.99,1151.05,5211.28,980.56,210.6,43185.86,43185.86,3577.11,39608.75,2364.685715,1193.48385,16237.3508,19795.49,49.97756809,2436.01,19756.55,78129.52,0,117738.27,0,117738.27,0
2025,DADRA AND NAGAR HAVELI,DADRA NAGAR HAVELI,2265.7,41600,7500,49100,5479.19,47.01,2067.66,266.58,61.61,1898,9820.05,9820.05,724.27,9095.78,1292.4,997.63,888.62,3178.65,34.94642571,3207.59,4001.94,0,0,9095.78,0,9095.78,0
2025,DAMAN AND DIU,DAMAN,2194.781382,7090,110,7200,1875.7,12.28,0,62.38,574.3,12,2536.66,2536.66,126.83,2409.83,731.134566,507,215.1,1453.23,60.30425383,1808.1,956.6,0,0,2409.83,0,2409.83,0
2025,DAMAN AND DIU,DIU,848.237,4000,0,4000,143.1,0,0,12.24,31.48,0,186.82,186.82,9.34,177.48,28.45029,22.7,42.2,93.35,52.59747577,34.9,77.68,0,0,177.48,0,177.48,0
2025,DELHI,CENTRAL,652,7930.5,0,7930.5,460.87,0,0,68.85,2.3,52.704,2566.99,2566.99,256.7,2310.29,1498.4748,0,248.57,1747.05,75.62037666,2286.65,563.24,0,0,2310.29,0,2310.29,0
2025,DELHI,EAST,652,3159.9,0,3159.9,146.75,0,0,33.02,4.76,53.088,1668.32,1668.32,166.83,1501.49,1328.588237,0.2,118.99,1447.79,96.4235526,1530.34,72.21,0,0,1501.49,0,1501.49,0
2025,DELHI,NAZUL LAND,652,2579,0,2579,390.52,0,0,64.02,0.07,3.264,571.42,571.42,57.14,514.28,105.12,0,232.8,337.92,65.70739675,105.12,176.36,0,0,514.28,0,514.28,0
2025,DELHI,NEW DELHI,652,15809,0,15809,1118.79,0,0,190.1,6.62,62.736,3028.98,3028.98,302.91,2726.07,2670.580784,2.2,686.8693167,3359.65,123.2415162,2841.71,8.57,0,0,2726.07,0,2726.07,0
2025,DELHI,NORTH,652,29114,0,29114,2299.99,0,0,136.55,14.59,70.512,4724.52,4724.52,472.46,4252.06,3247.697,50.308,491.8038,3789.81,89.12879875,3534.67,462.25,0,0,4252.06,0,4252.06,0
2025,DELHI,NORTH EAST,652,3567.2,0,3567.2,183.97,0,0,42.88,2.44,37.056,1813.6,1813.6,181.37,1632.23,1575.659315,0,154.723,1730.39,106.0138583,1627.14,50.42,0,0,1632.23,0,1632.23,0
2025,DELHI,NORTH WEST,652,15436,0,15436,1296.47,0,0,141.41,0.8,48.48,3873.46,3873.46,387.33,3486.13,1747.985,0.56,511.320375,2259.86,64.82431808,2691.55,1226.26,0,0,3486.13,0,3486.13,0
2025,DELHI,SHAHDARA,652,3458.5,0,3458.5,148.83,0,0,94.07,1.86,53.232,1650.6,1650.6,165.05,1485.55,1328.023492,0.5,338.427,1666.96,112.2116388,1548.81,13.3,0,0,1485.55,0,1485.55,0
2025,DELHI,SOUTH,652,15785,0,15785,1183.91,0,0,197.28,26.15,65.184,4527.25,4527.25,452.72,4074.53,3503.628988,0,709.8975,4213.53,103.4114364,3503.63,138.13,0,0,4074.53,0,4074.53,0
2025,DELHI,SOUTH EAST,652,10352,0,10352,648.45,0,0,60.55,3.16,59.376,2664.13,2664.13,266.42,2397.71,1883.037302,12.74,220.1652,2115.95,88.24878738,1939.96,224.84,0,0,2397.71,0,2397.71,0
2025,DELHI,SOUTH WEST,652,30516,0,30516,2920.04,0,0,1102.01,25.58,72.144,7379.79,7379.79,737.98,6641.81,1906.7235,0,3981.46,5888.2,88.65354474,3220.43,137.68,0,0,6641.81,0,6641.81,0
2025,DELHI,WEST,652,11054,0,11054,1248.18,0,0,203.33,6.22,65.616,3835.35,3835.35,300.35,3535,2538.545402,0.6,731.977,3271.12,92.53521924,2545.12,359.51,0,0,3535,0,3535,0
2025,GOA,GOA NORTH,3354.447551,98987,47323,146310,14592.8,286.73,715.67,371.88,36.76,491.6,16495.44,16495.44,3299.09,13196.35,1823.957761,105.5487,1675.35,3604.86,27.31709905,2161.81,9253.65,0,0,13196.35,0,13196.35,0
2025,GOA,SOUTH GOA,3355.934867,121972,101915.7,223887.7,19703.55,459.62,500.05,213.31,166.9,587.8,21631.23,21631.23,4326.24,17304.99,2198.652946,375.43754,926.37,3500.48,20.22815384,2605.94,13397.21,0,0,17304.99,0,17304.99,0
2025,GUJARAT,AHMEDABAD,700.6612739,707726.0419,0,707726.0419,101739.19,439733.75,10753.56,12914.88,408.72,4725.004,570275.12,570275.12,55907.2,514367.92,9045.10991,3489.56584,67071.6,79606.26,82.75939426,7213.72,16338.36,0,0,42258.26,472109.66,42258.26,472109.66
2025,GUJARAT,AMRELI,735.3287155,747846.7156,0,747846.7156,135017.43,31.19,1619.81,13229.63,376.27,3844.596,154118.93,154118.93,7705.96,146412.97,1254.396202,73.64643,82973.8,84301.83,57.30845601,1340.12,61636.38,0,0,144664.55,1748.42,144664.55,1748.42
2025,GUJARAT,ANAND,859.2947437,304119.1437,0,304119.1437,48625.59,51942,26138.48,7742.33,662.95,1072.728,136184.07,136184.07,9871.12,126312.95,4145.104119,2623.69568,30628.3,37397.09,29.43985427,4182.04,77621.12,0,0,110794.74,15518.21,110794.74,15518.21
2025,GUJARAT,ARVALLI,900.7735205,310371.5584,6518.06,316889.6184,80035.76,1215.75,1671.97,7162.82,252.71,638.964,90977.95,90977.95,4548.89,86429.06,2089.119963,25.051775,35907.6,38021.78,43.99189347,2528.1,47968.29,0,0,86429.06,0,86429.06,0
2025,GUJARAT,BANASKANTHA,686.1250139,1050135.458,29809.16,1079944.618,149816.58,7685.5,87.98,17991.15,525.68,19364,195470.89,195470.89,19547.09,175923.8,5209.930735,41.79299,184745.35,189997.09,121.472057,5799.84,11586.86,0,0,118909.66,57014.14,118909.66,57014.14
2025,GUJARAT,BHARUCH,805.1483122,546298.2998,4390,550688.2998,66522.35,9447.29,9495.13,4710.73,778.4,5496.998,96450.9,96450.9,8255.97,88194.93,2483.582353,1339.772865,17703.7,21527.05,27.25361506,2154.67,45938.53,0,0,63557.66,24637.27,63557.66,24637.27
2025,GUJARAT,BHAVNAGAR,690.74222,728147.9936,0,728147.9936,103294.68,379.19,6777.04,10239.35,507.73,5165.852,126363.84,126363.84,6337.9,120025.94,3963.67291,79.120035,49562,53604.8,44.89383525,3912.91,57876.9,0,0,106253.72,13772.22,106253.72,13772.22
2025,GUJARAT,BOTAD,713.7112832,248479.863,0,248479.863,44688.02,522.85,312.7,4882.26,42.23,1818.28,52266.34,52266.34,2615.13,49651.2,1033.39046,16.58125,27613.3,28663.26,57.26536401,1111.67,18199.17,0,0,43035.49,6615.71,43035.49,6615.71
2025,GUJARAT,CHHOTA UDEPUR,1118.576161,326493.2852,17298,343791.2852,42927.38,8720.48,1931.32,5965.3,316.23,3454.728,63315.43,63315.43,6331.54,56983.89,2264.803198,1.1315,23578.4,25844.31,45.35371313,2662.11,30742.27,0,0,56983.89,0,56983.89,0
2025,GUJARAT,DAHOD,724.1545318,351971.3418,12158,364129.3418,19313.39,858.55,3947.95,3122.56,225.09,9973.224,37440.75,37440.75,3403.88,34036.87,2360.333076,3.3065,11500.8,13864.44,40.73359272,3389.79,19142.97,0,0,34036.87,0,34036.87,0
2025,GUJARAT,DANG,2388.385835,144921.7962,35515,180436.7962,32397.69,0,7.65,949.42,98.28,1204.008,34657.05,34657.05,3465.71,31191.34,502.8530033,1.2775,3451.7,3955.85,12.68252662,646.11,27092.24,0,0,31191.34,0,31191.34,0
2025,GUJARAT,DEVBHUMI DWARKA,919.2956464,420636.9802,12245,432881.9802,42727.19,522.42,195.52,5996.56,221.94,1514.884,51178.51,51178.51,2558.93,48619.58,1700.478441,100.281703,31913.4,33714.17,70.32298541,1862.95,12674.36,0,0,43593.3,5026.28,43593.3,5026.28
2025,GUJARAT,GANDHINAGAR,794.8286972,215520.6381,0,215520.6381,45095.22,11304.09,136.5,6477.68,368.47,1699.604,65081.58,65081.58,5687.32,59394.25,1365,926.1433,62018,64309.15,111.2786013,1886.79,9669.31,0,0,57791.12,1603.13,57791.12,1603.13
2025,GUJARAT,GIR SOMNATH,1107.900254,328588.3464,0,328588.3464,70962.06,1075.9,223.95,7545.11,376.97,819.772,81003.74,81003.74,6416.26,74587.48,3061.094288,77.0004,32827.5,35965.58,49.04754806,3472.37,35377.6,0,0,70296.46,4291.02,70296.46,4291.02
2025,GUJARAT,JAMNAGAR,808.2899847,642348.394,99,642447.394,121137.82,336.74,3592.1,12643.51,257.94,5101.372,143069.45,143069.45,7163.33,135906.12,2549.242875,46.4186,58832,61427.66,43.6212409,2856.56,73256.38,0,0,130650.96,5255.16,130650.96,5255.16
2025,GUJARAT,JUNAGADH,1181.572135,547124.2494,8142,555266.2494,152905.39,1064.58,150.6,13405.49,249.03,1453.45,169228.55,169228.55,8466.81,160761.74,3333.1617,79.28375,73808.95,77221.39,47.41471698,3844.8,78655.12,0,0,150807.86,9953.88,150807.86,9953.88
2025,GUJARAT,KACHCHH,560.3503823,2049135.781,0,2049135.781,162954.71,2914.72,6271.55,17173.7,601.54,22689.382,212605.62,212605.62,19649.63,192955.99,3598.951961,1076.962405,113802.4,118478.3,51.79012913,1635.71,43127.67,0,0,89915.86,103040.13,89915.86,103040.13
2025,GUJARAT,KHEDA,859.3040285,343764.3027,0,343764.3027,54077.42,18921.82,14272.21,7791.49,699.1,1824.484,97586.54,97586.54,8290.06,89296.48,3268.282419,631.14988,36529.2,40428.62,41.40474287,3375.37,46046.93,0,0,79362.14,9934.34,79362.14,9934.34
2025,GUJARAT,MAHESANA,760.2099149,440747.9848,2428,443175.9848,75831.99,181613.54,5605.38,21070.28,477.28,4010.828,288609.29,288609.29,28438.88,260170.41,1945.152891,942.022601,111504.1,114391.28,108.7435396,1651.16,6308.82,0,0,74550.7,185619.71,74550.7,185619.71
2025,GUJARAT,MAHISAGAR,751.5878414,245901.0554,4096,249997.0554,17689.09,4970.23,4364.75,4022.56,423.83,2662.772,34133.22,34133.22,3413.31,30719.91,917.7063179,12.68302,14594,15524.4,50.5353043,1107.19,15006.04,0,0,30719.91,0,30719.91,0
2025,GUJARAT,MORBI,626.0317954,499269.7213,0,499269.7213,55276.47,196.97,19025.3,10567.93,396.82,2647.456,88110.99,88110.99,6061.11,82049.88,1667.809444,192.058045,39600.9,41460.76,51.7478627,1861.79,32254.46,0,0,67620.3,14429.58,67620.3,14429.58
2025,GUJARAT,NARMADA,1122.704494,250995.384,29237,280232.384,27823.63,1889.27,1966.01,5549.34,64.7,4358.96,41651.91,41651.91,2994.55,38657.36,552.6741975,5.402,25284.1,25842.19,66.84933994,654.33,12713.52,0,0,38657.36,0,38657.36,0
2025,GUJARAT,NAVSARI,1894.641127,216782.1528,5828,222610.1528,61639.04,2791.99,12162.25,5818.52,216.99,764.428,83393.21,83393.21,6130.76,77262.45,2711.807334,275.876218,21009.6,23997.31,31.09854042,2972.77,52907.11,0,0,77165.39,97.06,77165.39,97.06
2025,GUJARAT,PANCHMAHAL,912.0972932,325474.4082,3567,329041.4082,20535.47,13082.67,5446.82,3594.32,225.28,15307.4,58191.96,58191.96,3893.85,54298.11,1563.741613,374.51346,12748.3,14686.57,27.04803169,1922.87,39252.42,0,0,54298.11,0,54298.11,0
2025,GUJARAT,PATAN,627.4700859,568650.7668,0,568650.7668,81100.07,14888.95,526.74,7579.83,233.87,10226.752,114556.21,114556.21,10752.78,103803.44,1481.654233,29.1494,69607.5,71118.29,118.5736305,1093.61,11.7,0,0,37610.31,66193.13,37610.31,66193.13
2025,GUJARAT,PORBANDAR,843.6287272,230540.684,0,230540.684,32799.23,74.66,0,4683.45,65.19,769.752,38392.27,38392.27,2751.41,35640.86,894.277968,221.740055,19683.2,20799.24,56.53607205,584.47,9264.21,0,0,21446.52,14194.34,21446.52,14194.34
2025,GUJARAT,RAJKOT,809.3926023,776258.8245,0,776258.8245,139884.31,708.07,2218.7,24252.39,435.39,10422.696,177921.58,177921.58,8896.1,169025.48,2596.28051,519.887935,109926.7,113042.88,65.88786495,3273.23,56981.25,0,0,169025.48,0,169025.48,0
2025,GUJARAT,RANA AND KUTCH,0,0,0,0,0,0,0,0,0,0,129998.0277,0,0,0,0,0,0,71342.31983,0,0,0,0,0,0,0,0,0
2025,GUJARAT,SABARKANTHA,919.2909245,407378.4033,17542,424920.4033,57339.46,5248.4,4574.96,9318.55,385.78,8279.064,85146.19,85146.19,8514.65,76631.54,2083.815012,271.52165,55362.62,57717.98,75.31883086,2764.84,20373,0,0,76631.54,0,76631.54,0
2025,GUJARAT,SURAT,1551.187984,421240.3826,342,421582.3826,105706.24,10035.31,28712,10520.48,443.39,598.524,156015.92,156015.92,12281.25,143734.67,19736.29917,3077.680954,36277.5,59091.48,42.10640173,32629.94,78135.46,0,0,134748.37,8986.3,134748.37,8986.3
2025,GUJARAT,SURENDRANAGAR,606.8768026,927607.2075,0,927607.2075,104490.61,107285.31,7886.83,11660.61,136.12,4957.068,236416.56,236416.56,18982.23,217434.33,2860.419043,116.45847,61530.2,64507.06,51.75694812,1550.81,36251.96,0,0,75679.81,141754.52,75679.81,141754.52
2025,GUJARAT,TAPI,1484.274087,308550.3584,10022,318572.3584,54150.3,3073.27,11567.47,7307.61,165.51,950.632,77214.78,77214.78,5979.51,71235.27,509.9787808,61.225255,25850.3,26421.49,37.09046095,973.55,44350.21,0,0,71235.27,0,71235.27,0
