YEAR,STATE,DISTRICT,Rainfall (mm),Total Geographical Area (ha) - Recharge Worthy Area (ha).3,Total Geographical Area (ha) - Hilly Area,Total Geographical Area (ha),Ground Water Recharge (ham) - Rainfall Recharge.3,Ground Water Recharge (ham) - Canals.3,Ground Water Recharge (ham) - Surface Water Irrigation.3,Ground Water Recharge (ham) - Ground Water Irrigation.3,Ground Water Recharge (ham) - Tanks and Ponds.3,Ground Water Recharge (ham) - Water Conservation Structure.3,Ground Water Recharge (ham),Annual Ground water Recharge (ham),Environmental Flows (ham),Annual Extractable Ground water Resource (ham),Ground Water Extraction for all uses (ha.m) - Domestic.3,Ground Water Extraction for all uses (ha.m) - Industrial.3,Ground Water Extraction for all uses (ha.m) - Irrigation.3,Ground Water Extraction for all uses (ha.m),Stage of Ground Water Extraction (%),Allocation of Ground Water Resource for Domestic Utilisation for projected year 2025 (ham),Net Annual Ground Water Availability for Future Use (ham),In-Storage Unconfined Ground Water Resources(ham) - Fresh,In-Storage Unconfined Ground Water Resources(ham).1 - Saline,Total Ground Water Availability in Unconfined Aquifier (ham) - Fresh,Total Ground Water Availability in Unconfined Aquifier (ham).1 - Saline,Total Ground Water Availability in the area (ham) - Fresh,Total Ground Water Availability in the area (ham).1 - Saline
2023,TAMILNADU,TIRUVALLUR,1172.344329,304218.935,19736.01,323954.945,52497.01,290.54,8916.48,12276.95,8892.42,6343.986,89217.38,89217.38,7872.13,81345.25,2001.177437,1143.06,40525.00034,43669.25,54.88777317,7141.07,30751.86,0,0,78556.53,2788.72,78556.53,2788.72
2023,TAMILNADU,TIRUVANNAMALAI,1036.609281,477344.555,1010.205,478354.76,27398.27,225.43,18078.86,32398.36,25443.28,19451.31,122995.52,122995.52,12118.85,110876.66,7711.438859,210.1,80995.91,88917.42,80.19489404,7833.23,25342.14,2134898.22,0,2245774.88,0,2245774.88,0
2023,TAMILNADU,VELLORE,887.2765241,133311.31,331,133642.31,6408.3,6.12,4943.33,5804.37,1323.32,2076.14,20561.59,20561.59,1930.3,18631.29,2390.941773,371.56,18198.45,20960.94,112.5039651,2931.12,1676.22,0,0,18631.29,0,18631.29,0
2023,TAMILNADU,VILLUPURAM,1076.126484,377228.735,1940.695,379169.43,43486.22,0,11141.79,29561.14,7396.68,13856.078,105441.89,105441.89,10336.3,95105.59,2083.21079,20.13,81784.2,83887.57,88.2046681,3736.06,14965.05,0,0,95105.59,0,95105.59,0
2023,TAMILNADU,VIRUDHUNAGAR,871.2042073,400189.04,32752.1,432941.14,22107.45,5280.14,15151.51,12044.34,3131.66,10272.928,67988.02,67988.02,6374.57,61613.45,487.3778,65.36,34412.34,34965.12,56.74916759,487.38,27435.5,0,0,61613.45,0,61613.45,0
2023,TELANGANA,Adilabad,1204.79494,380948.5,34351.5,415300,26001.32,76,0,0,13.09,47806.066,73896.7,73896.7,7174.57,66722.08,2833.678975,245.66,15791.74,18871.07,28.28309609,3450.09,47898.81,0,0,66870.63,0,66870.63,0
2023,TELANGANA,Bhadradri Kothagudem,1130.437682,710843.3752,37391.20922,748234.5844,61128.60254,699.49,30183.23466,5920.238079,1780.457674,7951.968,107663.943,107663.943,9987.91002,97676.14,4124.6128,3079.2,20583.6762,27787.5,28.44860577,4157.044756,72082.3625,0,0,101403.5029,0,101403.5029,0
2023,TELANGANA,Hanumakonda,912.1799507,160484.8422,6936.771093,167421.6133,13420.48,584.02,21700.36,9131.44,2194.05,2380,49410.45,49410.45,4730.19,44680.3,1345.596,1054.28,24519.62,26919.52,60.2491926,1345.59,18998.03,0,0,45054.1,0,45054.1,0
2023,TELANGANA,Hyderabad,628.688665,21782,0,21782,1054.12,0,0,0,480.12,10.068,6453.74,6453.74,645.38,5808.35,5247.284308,190.4,0,5437.69,93.61849751,5734.14,1100.06,70906.52,0,76714.88,0,76714.88,0
2023,TELANGANA,Jagtial,1031.827739,266715.32,31763.9,298479.22,19726.23,4827.26,21134.89,8687.3,917.2,45.39,55338.06,55338.06,5354.07,49984.01,304.25312,665.48,21121.784,22091.71,44.19755438,1609.64,26593.02,0,0,50136.97,0,50136.97,0
2023,TELANGANA,Jangaon,880.8612105,210713,2680,213393,17025.52,347.12,11806.95,5649.57,3494.27,1293.666,39617.09,39617.09,3252.31,36364.81,2016.83016,832.86,17680.47,20530.45,56.45691535,2233.66,15845.85,0,0,36364.78,0,36364.78,0
2023,TELANGANA,Jayashankar Bhupalapally,1072.736599,230520.23,5781.0768,236301.3068,20952.68205,176.9008836,2341.939686,5550.528655,14855.43992,728.9114154,44606.41261,44606.41261,4118.677278,40487.75,627.79392,1108.7,13880.54,15617.06,38.57230891,636.5071656,26214.88563,0,0,40581.75533,0,40581.75533,0
2023,TELANGANA,Jogulamba Gadwal,537.1918233,260368.9,672.1,261041,11573.24,4670.32,27638.53,3945.67,2493.29,1587.034,51908.07,51908.07,5063.5,46844.53,201.26246,108.0685,11053.9845,11363.43,24.25775219,716.8,35007.41,0,0,46846.19,0,46846.19,0
2023,TELANGANA,Kamareddy,1034.249347,348831.6091,17845.74278,366677.3519,35503.42,142.02,19339.91,9906.95,2141.9,3315.962,70350.01,70350.01,6543.43,63806.54,1072.43653,677.254,29407.5505,31157.23,48.83077816,2046.25,37799.54,114511.2,0,184320.96,0,184320.96,0
2023,TELANGANA,Karimnagar,893.939083,206696.12,4285.8,210981.92,16575.90259,1923.67,59551.44,9899.480633,6761.22,115.3976456,94826.96323,94826.96323,9084.166456,85742.83,389.628,844.98,22597.5,23832.17,27.79494215,944.6109494,61837.79,0,0,86119.53677,0,86119.53677,0
2023,TELANGANA,Khammam,1035.856845,428158.6814,7969.3786,436128.06,36939.04,2345.37,85084.82,12506.16,2953.42,810.812,140639.43,140639.43,13508.73,127130.71,3897.19716,1259.995,36020.75,41177.94,32.39023836,4302.74,86450.82,0,0,127130.7,0,127130.7,0
2023,TELANGANA,Komarambheem Asifabad,1189.67012,376816,52728,429544,32457.01871,9919.787115,10397.50539,2491.674045,3254.909873,7889.356,66410.20514,66410.20514,6485.864061,59924.29,425.05645,533.7125,7759.688,8718.35,14.54894167,860.7172484,50868.57973,0,0,64344.96108,0,64344.96108,0
2023,TELANGANA,Mahabubabad,1054.988703,334459.4314,9111.798701,343571.2301,31133.84,729.72,12494.67,10101.34,3782.74,5144.616,63386.82,63386.82,6338.89,57047.86,1223.37862,1480.904,26451.337,29155.7,51.10743856,1593.33,27727.09,0,0,57924.67,0,57924.67,0
2023,TELANGANA,Mahabubnagar,636.8346813,254263.4266,11087.17156,265350.5982,16377.47,0,0,6976.43,3582.43,10266.072,37202.43,37202.43,3572.92,33629.47,108,678.96,18996.7685,19783.78,58.82869995,1746.53,13230.59,0,0,33629.51,0,33629.51,0
2023,TELANGANA,Mancherial,1111.088563,398325.136,12200.864,410526,34664.27949,2067.97,14315.59,26544.36819,9008.082073,14503.5981,101103.8778,101103.8778,9817.945744,91285.99,562.05,2444.04,17837.17,20843.26,22.83292321,681.9189856,67840.34731,0,0,93172.40211,0,93172.40211,0
2023,TELANGANA,Medak,911.4048276,254556.8792,20572.62664,275129.5059,22241.2,67.69,1725.27,5186.97,12690.22,10117.276,52028.7,52028.7,5139.08,46889.72,673.536,950.438,20442.475,22066.07,47.05950473,1376.18,24499.8,0,0,47331.06,0,47331.06,0
2023,TELANGANA,Medchal Malkajgiri,740.218888,103806.889,4906.211,108713.1,5410.48,0,1544.06,1100.8,1117.53,688.784,9861.68,9861.68,982.53,8879.21,957.529658,1309.686,3028.802,5296.13,59.64640998,3595.71,3943.35,211407.57,0,220286.72,0,220286.72,0
2023,TELANGANA,Mulug,1327.239783,283730.8839,18910.50882,302641.3927,29661.89807,329.76,10094.16,5277.143269,1716.018115,10739.12489,57818.96098,57818.96098,5731.023756,52087.93,543.03696,82.26,11512.667,12137.97,23.30284578,822.5085696,37779.5431,0,0,52088.61722,0,52088.61722,0
2023,TELANGANA,Nagarkurnool,667.1936798,617265.3364,22734.9443,640000.2807,35332.43,16279.85,17586.66,11772.98,9130.03,5909.05,96010.99,96010.99,9329.91,86681.14,885.2173551,352.605,32790.57,34028.44,39.25702869,1745.52,52740.47,163937.88,0,250637.86,0,250637.86,0
2023,TELANGANA,Nalgonda,697.0436839,704673,7430,712103,42489.05,2624.71,82033.91,19911.2,1162.33,5398.864,153620.33,153620.33,14730.02,138890.26,5173.53,4097.3,48147.21,57418.04,41.34058069,5173.53,83388.72,338997.17,0,477986.12,0,477986.12,0
2023,TELANGANA,Narayanpet,545.0700646,231810.9824,0,231810.9824,12472.2493,368.18,11547.92,3864.787973,2026.178724,1616.758772,31896.07277,31896.07277,3123.046463,28773.1,127.626,376.47,10839.272,11343.35,39.42345455,1117.563656,16830.8021,0,0,30871.24631,0,30871.24631,0
2023,TELANGANA,Nirmal,1133.035065,326437.208,36391.792,362829,28873.82,1335.11,18660.08,5528.27,4398.11,8473.176,67268.76,67268.76,6255.14,61013.61,990.86208,690,17742.38,19423.32,31.83440547,1321.43,41334.03,0,0,62503.46,0,62503.46,0
2023,TELANGANA,Nizamabad,1034.901345,412991.03,14718.8,427709.83,39640.81255,1179.384313,31341.48307,24767.35947,9669.773987,105.9741972,106704.4824,106704.4824,9774.885847,96929.62,2763.97592,363.46,50081.43,53208.86,54.89432436,4197.910802,36880.99639,335931.0063,0,433261.4528,0,433261.4528,0
2023,TELANGANA,Peddapalle,1015.888479,194064.19,22754.5,216818.69,17502.76,1132.59,48061.5,6810.82,1184.51,5294.94,79987.17,79987.17,7801.64,72185.55,951.15696,795.76,17495.02,19242,26.65630448,1572.12,52656.39,0,0,89407.14,0,89407.14,0
2023,TELANGANA,Rajanna Siricilla,908.9021123,173139.23,17242.77,190382,14191.49,0,12519.63,11874.58,6118.43,2074.81,46779.04,46779.04,4290.19,42488.85,58.9627645,1066.23,27056.88835,28182.06,66.32813079,226.63,14276.93,0,0,42488.85,0,42488.85,0
2023,TELANGANA,Rangareddy,697.6590922,482697.8459,22175.57449,504873.4203,32614.18,0,0,10294.44,24765.13,4057.748,71731.78,71731.78,6863.73,64868.04,2895.987,1008.1075,30103.0344,34006.46,52.42405968,4354.45,30850.74,526858.21,0,591726.26,0,591726.26,0
2023,TELANGANA,Sangareddy,888.6838659,411060.7873,37913.29287,448974.0802,33838.11,50.84,377.61,5009.38,1808.55,3758.23,44842.72,44842.72,4073.88,40768.9,2162.714872,1483.19,15689.53,19335.31,47.42661686,2812.16,21989.45,0,0,40768.84,0,40768.84,0
2023,TELANGANA,Siddipet,782.3619636,340727.3617,24451.48316,365178.8449,25769.19,0,6083.96,13467.8,6983.48,15018.638,67323.13,67323.13,6309.3,61013.81,328.07088,823.3,37104.884,38256.53,62.70142776,341.08,22968.08,91736.39,0,152750.22,0,152750.22,0
2023,TELANGANA,Suryapet,1135.290705,360750,834,361584,29247.49,31703.66,77548.41,9727.58,4951.31,3236.81,156415.23,156415.23,15566.35,140848.91,1551.199056,1040,22714.246,25305.44,17.96637262,2027.76,115266.49,277435.09,0,420627.76,0,420627.76,0
2023,TELANGANA,Vikarabad,901.3486354,367296.2207,102.825,367399.0457,23742.20068,0,0,4538.566227,4411.985174,20891.53626,53584.24034,53584.24034,5358.566035,48225.62,511.02,339.24,17061.969,17912.36,37.14282989,1697.110282,30144.02424,138833.3168,0,187058.9811,0,187058.9811,0
2023,TELANGANA,Wanaparthy,578.5900259,208170.2,6719,214889.2,10537.45,911.25,50985.36,6445.88,758.98,338.508,69977.42,69977.42,6762.53,63214.89,233.0962475,256.75,20830.7,21320.57,33.72713296,1173.17,41019.93,0,0,63265.92,0,63265.92,0
2023,TELANGANA,Warangal,988.1136106,171337.4427,5272.962994,176610.4057,13712.05,1326.28,25985.22,8252.02,2582.49,655.778,52513.89,52513.89,5008.81,47505.02,901.1703405,1231.74,24876.31278,27009.2,56.85546496,1418.07,20852.97,0,0,47721.22,0,47721.22,0
2023,TELANGANA,Yadadri Bhuvanagiri,724.8374235,343281.9945,2165.154,345447.1485,23862.54982,6993.98,11644.34,18074.13981,5999.229912,25995.63567,92569.92922,92569.92922,8877.809922,83692.14,2560.8346,3924.582,33236.2104,39721.64,47.46161348,2900.149902,46314.21982,228801.9162,0,313167.8855,0,313167.8855,0
2023,TRIPURA,DHALAI,2198.413439,99581,131908,231489,18178.12,0,930.62,56.54,519.52,0,19684.79,17250.44,1862.38,15388.06,939.91077,0,135.3006,1075.22,6.987365529,1012.2,14240.54,129395.67,0,144783.73,0,144783.73,0
2023,TRIPURA,GOMATI,1861.479935,109828,51877,161705,18035.4,0,3309.97,68.63,546.89,0,21960.89,20079.96,2196.09,17883.87,893.267055,0.96,164.19,1058.41,5.918238055,935.36,16783.37,142862.75,0,160746.62,0,160746.62,0
2023,TRIPURA,KHOWAI,2116.419822,49560,51685,101245,9140.79,0,1762.49,136.99,487.09,0,11527.36,11236.52,1152.74,10083.78,653.490963,2.4,327.714,983.59,9.754179484,679.51,9074.17,63558.8,0,73642.58,0,73642.58,0
2023,TRIPURA,NORTH TRIPURA,2414.549369,54382,81410,135792,10849.31,0,581.88,13.53,692.57,0,12137.29,9712.38,1213.71,8498.67,993.961503,3.21,32.4,1029.58,12.11460146,1052.88,7410.17,71557.66,0,80056.33,0,80056.33,0
2023,TRIPURA,SEPAHIJALA,1976.026533,87170,17222,104392,14827.44,0,2966.53,318.16,857.81,0,18969.94,17054.21,1897,15157.21,1015.622793,1.679275,761.202,1778.47,11.73349185,1056.06,13338.3,116632.54,0,131789.75,0,131789.75,0
2023,TRIPURA,SOUTH TRIPURA,2382.37744,98103,53098,151201,20907.45,0,2923.87,123.43,1236.54,0,25191.29,22533.19,2519.13,20014.06,944.373114,2.565,295.296,1242.2,6.206636734,988.86,18727.38,127594.22,0,147608.28,0,147608.28,0
2023,TRIPURA,UNAKOTI,2307.936364,42878,22825,65703,8179.99,0,1119.53,6.71,425.98,0,9732.21,9203.69,973.23,8230.46,662.732982,1.1732,16.05,679.96,8.261506647,702.01,7511.22,53357.94,0,61588.4,0,61588.4,0
2023,TRIPURA,WEST TRIPURA,1929.008379,78282,19360,97642,12902.17,0,2246.35,323.21,1124.11,0,16595.84,15601.15,1451.99,14149.16,2211.479985,16.65754,773.193,3001.32,21.21200128,2315.68,11043.65,99951.66,0,114100.82,0,114100.82,0
2023,UTTAR PRADESH,AGRA,614.65,394717,0,394717,38513.49,19914.07,13319.43,14046.7,454.72,524.732,89292.32,89292.32,8337.83,80954.49,10897.8884,164.01233,83152.89,94214.78,116.3799315,11662.91,4955.08,0,0,80954.49,0,80954.49,0
2023,UTTAR PRADESH,ALIGARH,667.47,380843,0,380843,48842.25,26939.66,5315.45,15831.54,435.45,54.322,98444.42,98444.42,8219.29,90225.13,11667.78142,512.9164484,60372.56,72553.24,80.41356106,12629.69,19961.74,0,0,90225.13,0,90225.13,0
2023,UTTAR PRADESH,AMBEDKAR NAGAR,1013.3,245898,0,245898,52269.6,8422.78,4350,13114.27,1232.18,1.224,79390.04,79390.04,7595.04,71795,6304.17342,17.7025,38897.45,45219.33,62.98395431,6670.83,26209.01,0,0,71795,0,71795,0
2023,UTTAR PRADESH,AMETHI,853,232992,0,232992,39813.79,21727.77,10586.95,14054.51,1199.97,33.532,87416.54,87416.54,7595.25,79821.29,4942.25403,133.043346,46499.69,51575,64.61308756,5243.71,27944.83,0,0,79821.29,0,79821.29,0
2023,UTTAR PRADESH,AMROHA,1805.18,214903,0,214903,60707.48,3499.84,0,16318.78,150.07,0,80676.17,80676.17,7309.67,73366.5,4812.36075,836.58,61661.15,67310.1,91.74500624,5188.02,9285.09,0,0,73366.5,0,73366.5,0
2023,UTTAR PRADESH,AURAIYA,624.88,209427,0,209427,27581.71,18534.57,9261.45,10709.75,261.21,79.474,66428.18,66428.18,6642.82,59785.36,2912.67372,8.1395,30632.69,33553.51,56.12328838,3041.69,26102.83,0,0,59785.36,0,59785.36,0
2023,UTTAR PRADESH,AYODHYA,952.71,252201,0,252201,49138.44,25938.17,2709.14,13714.55,2311.06,0,93811.35,93811.35,9381.15,84430.2,7117.68177,52.583,45657.59,52827.85,62.5698506,7822.51,30897.51,0,0,84430.2,0,84430.2,0
2023,UTTAR PRADESH,AZAMGARH,900.26,417119,0,417119,73038.92,27171.16,12277.38,18509.97,3323.09,0,134320.51,134320.51,11287.49,123033.02,13572.22278,7.098,61649.02,75228.33,61.14482925,14836.82,46540.09,0,0,123033.02,0,123033.02,0
2023,UTTAR PRADESH,BAGPAT,674.757451,135138.96,0,135138.96,17341.03,12833.06,1002.49,5909.58,175.98,16.268,37278.42,37278.42,3727.84,33550.58,2517.99411,43.22511141,30024.02,32585.21,97.12264289,2597.17,3880.84,0,0,33550.58,0,33550.58,0
2023,UTTAR PRADESH,BAHRAICH,1158.8,438725,0,438725,84608.04,28332.47,2424,24706.45,2423.25,1287.86,143782.02,143782.02,9524.66,134257.36,9692.09028,131.4,70723.9,80547.41,59.99478166,10470.83,52931.19,0,0,134257.36,0,134257.36,0
2023,UTTAR PRADESH,BALLIA,922.03,292700,0,292700,51941.48,14540.93,6545.5,15780.65,1756.02,0,90564.58,90564.58,7052.25,83512.33,8125.48911,9.0155,45071.15,53205.63,63.70990966,8772.29,29659.88,0,0,83512.33,0,83512.33,0
2023,UTTAR PRADESH,BALRAMPUR,1065.2,334857,0,334857,60189,10570.72,891.15,15263.76,2456.29,1695.6,91066.52,91066.52,6954.6,84111.92,6157.90989,284.680217,43674.41,50117.01,59.58371893,6750.02,33402.8,0,0,84111.92,0,84111.92,0
2023,UTTAR PRADESH,BANDA,943.2,440460,0,440460,49841.9,0.16,6853.94,11177.64,4014.68,745.52,72633.84,72633.84,6197.71,66436.13,3962.619726,0,39960.0175,43922.63,66.11256556,4256.96,22219.16,0,0,66436.13,0,66436.13,0
2023,UTTAR PRADESH,BARABANKI,978.39,389132,0,389132,70951.66,64088.44,28404.32,35893.65,2541.8,0,201879.85,201879.85,19115.12,182764.73,8968.36317,40.0594,106367.98,115376.4,63.12837274,9670.51,66686.18,0,0,182764.73,0,182764.73,0
2023,UTTAR PRADESH,BAREILLY,877.86,412000,0,412000,71801.69,18442.66,6646.45,23736,1616.29,1.416,123368.6,123368.6,9753.42,113615.18,13333.52168,446.4417375,67591.02,81371.01,71.61983988,14209.9,33754.48,0,0,113615.18,0,113615.18,0
2023,UTTAR PRADESH,BASTI,1110.78,293807,0,293807,67120.3,695.04,0,13702.11,1065.82,76.804,82660.08,82660.08,7219.82,75440.26,6484.19799,209.081,42819.0405,49512.33,65.63117624,6902.14,25509.99,0,0,75440.26,0,75440.26,0
2023,UTTAR PRADESH,BIJNOR,1053.5,458903,0,458903,94425.33,20820.74,3385.5,26129.34,518.77,38.704,145318.38,145318.38,11877.85,133440.53,7897.14219,790.1885,87196.22,95883.56,71.85490046,8345.53,37108.59,0,0,133440.53,0,133440.53,0
2023,UTTAR PRADESH,BUDAUN,784.54,423788,0,423788,67591.48,0,80,15625.79,964.6,12.27,84274.15,84274.15,7675.58,76598.57,8506.11768,59.236,55094.37,63659.74,83.10826168,9105.51,14193.96,0,0,76598.57,0,76598.57,0
2023,UTTAR PRADESH,BULANDSHAHAR,673.13,360947,0,360947,46742.66,67208.81,6116.96,38940.33,529.46,44.97,159583.15,159583.15,14520.38,145062.77,6678.17067,0,131950.57,138628.73,95.56465108,6972.13,14719.37,0,0,145062.77,0,145062.77,0
2023,UTTAR PRADESH,CHANDAULI,949.06,188469,0,188469,31039,5385.14,11451.35,6941.43,297.96,1081.728,56196.64,56196.64,5521.14,50675.5,4632.20916,0,23197.45,27829.66,54.91738611,4896.29,22581.76,0,0,50675.5,0,50675.5,0
2023,UTTAR PRADESH,CHITRAKOOT,943.2,300665,0,300665,31017.14,0,1934.03,7868.99,2129.08,1310.292,44259.53,44259.53,4029.85,40229.68,2579.94921,0,30537.93,33117.87,82.32198218,2834.09,6857.67,0,0,40229.68,0,40229.68,0
2023,UTTAR PRADESH,DEORIA,1086.19,253800,0,253800,51053.75,13193.99,56357.2,22846.1,1955.94,0,145406.98,145406.98,11791.72,133615.26,7127.65284,0,76152.64,83280.31,62.32844213,7468.53,49994.07,0,0,133615.26,0,133615.26,0
2023,UTTAR PRADESH,ETAH,658.23,242757,0,242757,27551.44,13484.99,26028.44,14680.03,606.97,0,82351.87,82351.87,6833.9,75517.97,4606.85334,25.769,50452.98465,55085.61,72.94371128,4840.12,20199.11,0,0,75517.97,0,75517.97,0
2023,UTTAR PRADESH,ETAWAH,587.48,240301,0,240301,27782.97,21977.41,12012.46,9223.77,128.17,13.562,71138.37,71138.37,6528.27,64610.1,3235.18626,160.7675,29222.44714,32618.39,50.48497062,3431.04,31795.86,0,0,64610.1,0,64610.1,0
2023,UTTAR PRADESH,FARRUKHABAD,753.48,220623,0,220623,29432.36,4995.9,540.17,9264.17,380.45,34.2,44647.25,44647.25,4464.73,40182.52,3974.17986,0,25807.91,29782.09,74.117029,4244.47,10130.14,0,0,40182.52,0,40182.52,0
2023,UTTAR PRADESH,FATEHPUR,746.9,425255,0,425255,60823.6,29337.57,6721.79,17226.5,1073.35,365.37,115548.18,115548.18,11554.83,103993.35,7339.347,2.02025,67962.88,75304.26,72.41257253,7940.09,30474.16,0,0,103993.35,0,103993.35,0
2023,UTTAR PRADESH,FIROZABAD,656.92,241953,0,241953,31833.98,18253.17,16197.95,13857.24,309.67,153.752,80605.76,80605.76,8060.59,72545.17,6714.68016,0.01022,69234.6,75949.29,104.6924144,7151.21,9145.73,0,0,72545.17,0,72545.17,0
2023,UTTAR PRADESH,G.B.NAGAR,537.16,144273,0,144273,16287.19,17715.01,3764.37,14389.81,264.06,0,52420.44,52420.44,5242.05,47178.39,1552.13841,0,47888.36,49440.49,104.79478,1602.73,2539.6,0,0,47178.39,0,47178.39,0
2023,UTTAR PRADESH,GHAZIABAD,729.83,116914,0,116914,15053.51,13360.71,1136.24,10463.93,69.41,0,41675.3,41675.3,4167.54,37507.76,7063.484198,2246.0983,36881.78,46191.34,123.1514225,7937.73,1685.94,0,0,37507.76,0,37507.76,0
2023,UTTAR PRADESH,GHAZIPUR,853.77,330052,0,330052,58333.57,15969.15,12537.38,17250.4,424.73,135.36,104650.6,104650.6,9718.46,94932.14,6905.93286,54.298,49221.36,56181.55,59.18074743,7362.55,38293.99,0,0,94932.14,0,94932.14,0
2023,UTTAR PRADESH,GONDA,1047,399609,0,399609,78901.95,18156.22,81.35,19685.24,2909.51,0,119734.27,119734.27,8862.72,110871.55,9753.15405,488.5106797,56400.31,66641.95,60.10734945,10644.32,43338.44,0,0,110871.55,0,110871.55,0
2023,UTTAR PRADESH,GORAKHPUR,1338.3,321087,0,321087,72028.46,8354.91,60024.29,26156.69,3204.28,0,169768.62,169768.62,14376.46,155392.16,9412.25646,2111.93991,87020.015,98544.26,63.41649411,9998.11,56262.05,0,0,155392.16,0,155392.16,0
2023,UTTAR PRADESH,HAMIRPUR,735.88,381540,0,381540,32613.03,0,4573.27,5963.9,507,1624.92,45282.12,45282.12,4528.23,40753.89,2193.80403,343.465,25205.23,27742.5,68.07325632,2268.15,12937.05,0,0,40753.89,0,40753.89,0
2023,UTTAR PRADESH,HAPUR,788.32,114481,0,114481,18410.72,16607.04,2433.41,12805.6,226.31,4.375,50487.45,50487.45,4531.13,45956.32,3.39012,0,45031.95,45035.34,97.9959666,3.56,1638.42,0,0,45956.32,0,45956.32,0
2023,UTTAR PRADESH,HARDOI,816.35,594843,0,594843,94473.68,36244.68,10458.5,31324,1999.06,0,174499.92,174499.92,16188.22,158311.7,8613.99708,76.41275,89451.45,98141.86,61.99280281,9183.18,59600.66,0,0,158311.7,0,158311.7,0
2023,UTTAR PRADESH,HATHRAS,618.98,183799,0,183799,19295.32,22306.13,15763.88,13141.8,266.46,67.476,70841.08,70841.08,5580.58,65260.5,4146.13647,28.639725,57057.7,61232.5,93.82781315,4390.96,8780.51,0,0,65260.5,0,65260.5,0
2023,UTTAR PRADESH,JALAUN,687.2,456583,0,456583,66164.27,2754.55,20910.35,14805.35,17.6,0,104652.12,104652.12,10465.23,94186.89,4316.03667,7.3,47635.335,51958.68,55.16551189,4509.25,42035.01,0,0,94186.89,0,94186.89,0
2023,UTTAR PRADESH,JAUNPUR,901.72,399094,0,399094,72000.75,23984.54,11032.17,21088.07,1342.8,85.168,129533.48,129533.48,11710.07,117823.41,13572.02349,0,70450.69,84022.71,71.31240727,14572.66,32800.07,0,0,117823.41,0,117823.41,0
2023,UTTAR PRADESH,JHANSI,764.99,461937,40463,502400,29482.6,2923.01,25959.15,12058.85,417.63,315.972,71157.2,71157.2,6499.53,64657.67,3189.46782,40.15,40441.47,43671.07,67.54197917,3439.34,20736.74,0,0,64657.67,0,64657.67,0
2023,UTTAR PRADESH,KANNAUJ,714.62,214346,0,214346,26726.35,21757.93,1508.47,10589.26,312.74,45.7,60940.45,60940.45,6094.06,54846.39,4396.48632,15.7937,36787.92624,41200.25,75.11934696,4685.36,18773.43,0,0,54846.39,0,54846.39,0
2023,UTTAR PRADESH,KANPUR DEHAT,670.38,323737,0,323737,42249.14,14387.25,8503.53,15044.64,389.91,0,80574.47,80574.47,7362.04,73212.43,4049.64945,402.818745,49810.86,54263.34,74.11766007,4202.93,18795.8,0,0,73212.43,0,73212.43,0
2023,UTTAR PRADESH,KANPUR NAGAR,709.6,309483,0,309483,43596.29,17911.96,6860.71,17030.84,621.07,105.504,87496.94,87496.94,7705.5,79791.44,7992.265727,385.6650302,53988.75335,62366.66,78.16209358,8284.77,17132.27,0,0,79791.44,0,79791.44,0
2023,UTTAR PRADESH,KASGANJ,724.77,199388,0,199388,29446.34,13607.77,19043.35,12969.71,264.51,8.772,75340.45,75340.45,6298.9,69041.55,4000.13355,3.65,42702.47,46706.23,67.64945167,4325.08,22010.37,0,0,69041.55,0,69041.55,0
2023,UTTAR PRADESH,KAUSHAMBI,846.45,178001,0,178001,30112.16,6728.2,2310.83,9633.28,758.02,170.308,49712.81,49712.81,4971.3,44741.51,4540.42626,0,32025,36565.42,81.72594085,4995.9,9145.56,0,0,44741.51,0,44741.51,0
2023,UTTAR PRADESH,KUSHI NAGAR,1112,287378,0,287378,48981.67,39647.28,61688.4,21194.93,814.48,0,172326.76,172326.76,17232.7,155094.06,8689.64406,1237.53893,69450.174,79377.32,51.18011612,9454.67,74951.72,0,0,155094.06,0,155094.06,0
2023,UTTAR PRADESH,LAKHIMPUR KHERI,1130,655505,0,655505,142854.03,42161.18,4955.56,37219.6,3291.26,0,230481.63,230481.63,20451.81,210029.82,12140.67891,225.55175,115315.84,127682.08,60.79235796,13690.09,80798.32,0,0,210029.82,0,210029.82,0
2023,UTTAR PRADESH,LALITPUR,909.89,381942,121981,503923,16090.56,1948.56,13004.07,8279.3,631.42,898.62,40852.51,40852.51,4085.27,36767.24,3456.039,0,27664.81,31120.85,84.64287774,3775.9,5326.53,0,0,36767.24,0,36767.24,0
2023,UTTAR PRADESH,LUCKNOW,879.83,245286,0,245286,38505.63,22896.58,4932.35,8133.61,755.6,0,79207.37,79207.37,5717.83,73489.54,12469.86624,6110.327775,29879.96,48460.16,65.94157481,13872.83,24854.34,0,0,73489.54,0,73489.54,0
2023,UTTAR PRADESH,MAHOBA,809.7,229341,0,229341,9564.34,9106.16,5577.27,6143.91,363.05,0,30754.73,30754.73,2797.19,27957.54,1157.361455,2.0075,24406.7,25566.08,91.44610005,1212.54,3346.56,0,0,27957.54,0,27957.54,0
2023,UTTAR PRADESH,MAHRAJGANJ,1389.1,247760,0,247760,68656.19,18097.73,7239.51,17009.84,391.71,0,111394.97,111394.97,9141.22,102253.75,7102.50507,7.7015,56831.29,63941.51,62.53219075,7698.58,37716.19,0,0,102253.75,0,102253.75,0
